@relation players
@attribute ilkid string
@attribute gp integer
@attribute minutes integer
@attribute pts integer
@attribute oreb integer
@attribute dreb integer
@attribute reb integer
@attribute asts integer
@attribute stl integer
@attribute blk integer
@attribute turnover integer
@attribute pf integer
@attribute fga integer
@attribute fgm integer
@attribute fta integer
@attribute ftm integer
@attribute tpa integer
@attribute tpm integer
@attribute class integer
@data
'BOSHCH01',156,5527,2222,385,890,1275,231,135,219,294,441,1717,800,830,614,24,8,0
'BOSTIJI01',4,48,26,8,8,16,3,0,0,3,5,22,12,5,2,0,0,0
'BOSTOLA01',13,125,56,19,20,39,2,4,2,8,25,52,24,13,8,0,0,0
'BOSWETO01',366,7046,2821,676,1033,1709,591,142,111,474,1102,2058,1096,860,623,11,6,0
'BOUMTRU01',44,275,43,12,45,57,6,4,17,14,40,38,14,27,15,0,0,0
'BOVENDO01',195,3355,1763,0,0,553,393,0,0,0,753,1653,561,908,641,0,0,0
'BOWDLCA01',142,1380,424,70,202,272,29,42,45,43,155,403,163,125,96,11,2,0
'BOWENBR01',548,14879,3464,337,1169,1506,715,481,246,443,1264,3143,1271,761,429,1292,493,0
'BOWENRY01',364,4965,1066,321,525,846,192,257,116,135,551,929,435,263,185,45,11,0
'BOWIEAN01',461,8350,2945,299,722,1021,840,288,106,479,711,2629,1247,467,384,212,67,0
'BOWIESA01',511,14098,5564,1192,2653,3845,1075,263,909,978,1553,4702,2127,1708,1278,106,32,0
'BOWMAIR01',17,68,15,1,4,5,9,3,0,2,3,11,7,2,1,1,0,0
'BOWMANA01',243,2171,702,0,0,791,162,0,0,0,509,764,298,201,106,0,0,0
'BOYCEDO01',30,195,79,12,13,25,16,13,5,22,19,86,30,26,13,24,6,0
'BOYDDE01',5,40,6,0,2,2,7,0,0,6,5,12,3,0,0,0,0,0
'BOYDFR01',327,7723,2784,57,266,533,986,184,29,20,651,2817,1165,681,454,0,0,0
'BOYDKE01',6,25,19,3,2,5,2,3,0,0,2,13,7,11,5,0,0,0
'BOYKIEA01',358,6725,3002,148,334,482,1146,210,22,384,377,2587,1081,769,675,502,165,0
'BOYKOHA01',109,0,1105,0,0,220,209,0,0,0,426,1034,414,362,277,0,0,0
'BOYNEWI01',177,3035,1478,135,228,363,207,125,42,284,328,1375,598,360,282,4,0,0
'BRACEST01',187,2853,1141,36,148,291,408,74,6,0,323,1045,487,244,167,0,0,0
'BRADDGA01',44,350,144,0,0,92,20,0,0,0,37,117,48,67,48,0,0,0
'BRADLAL01',99,1139,440,39,112,151,74,24,7,80,125,440,184,101,71,1,1,0
'BRADLAL02',39,331,137,31,34,65,11,12,5,28,37,103,54,48,29,1,0,0
'BRADLBI01',742,22799,9217,198,643,2354,2533,209,65,0,2363,8763,3927,1623,1363,0,0,1
'BRADLCH01',110,910,347,42,77,119,55,46,34,87,151,305,127,159,93,4,0,0
'BRADLDU01',600,10192,3131,317,781,1098,1147,940,182,682,1220,2780,1222,803,586,346,101,0
'BRADLJO01',46,0,87,0,0,0,36,0,0,0,51,134,36,38,15,0,0,0
'BRADLMI01',127,1648,416,178,306,484,76,20,40,94,161,378,186,85,43,9,1,0
'BRADLSH01',832,19532,6752,1721,3547,5268,573,532,2119,1059,2567,5935,2713,1847,1322,39,4,0
'BRADTMA01',36,251,59,26,42,68,7,5,5,9,34,58,25,13,9,0,0,0
'BRAGGMA01',53,369,131,38,41,79,8,17,8,26,71,120,54,41,23,0,0,0
'BRAGGTO01',22,178,46,25,26,51,7,4,2,15,33,40,19,12,8,0,0,0
'BRAMLAJ01',8,61,8,12,10,22,0,1,0,3,13,21,4,0,0,0,0,0
'BRANCAD01',130,1429,834,114,139,253,96,83,17,125,193,727,331,219,163,39,9,0
'BRANDEL01',447,17059,8717,1579,3089,4668,1178,414,894,1157,1429,6663,3304,2904,2109,9,0,1
'BRANDTE01',724,21546,9994,421,1753,2174,4407,1142,226,1419,1325,8710,3908,2043,1784,1110,394,1
'BRANNBO01',338,6576,2455,0,0,1944,699,0,0,0,1313,2581,887,1044,681,0,0,0
'BRANSBR01',72,856,391,87,119,206,52,32,30,58,98,360,152,120,87,1,0,0
'BRANSJE01',5,14,5,0,0,9,1,0,0,0,4,6,1,4,3,0,0,0
'BRASCJI01',30,359,110,0,0,39,33,0,0,0,48,142,36,48,38,0,0,0
'BRATZMI01',586,10613,4081,310,720,1030,1851,548,59,854,1091,3880,1578,934,775,492,150,0
'BRAUNCA01',788,18409,10625,0,0,2122,2892,0,0,0,2164,10211,3912,3484,2801,0,0,1
'BREAUTI01',102,940,299,38,58,96,41,24,13,47,68,293,108,96,61,74,22,0
'BREMEJR01',100,1946,646,27,154,181,215,56,7,83,112,622,214,131,98,360,120,0
'BRENNPE01',16,136,40,0,0,31,6,0,0,0,15,43,13,25,14,0,0,0
'BRENNTO01',11,52,10,0,0,5,2,0,0,0,5,11,5,0,0,0,0,0
'BREUERA01',681,12499,4599,1061,1925,2986,616,305,750,681,1464,4060,1898,1278,803,4,0,0
'BREWEJA01',54,468,89,15,35,50,56,19,2,32,34,94,35,28,11,32,8,0
'BREWEJI01',703,15936,4099,1660,2798,4458,1038,556,510,332,1536,3983,1785,925,528,13,1,0
'BREWERO01',501,12892,5971,335,636,971,920,480,249,706,835,5437,2497,1149,947,121,30,0
'BREZEPR01',134,2620,1051,252,345,597,99,35,69,125,240,849,428,271,195,1,0,0
'BRIANFR01',438,7616,5379,0,0,903,1138,0,0,0,1127,5192,1765,2251,1849,0,0,1
'BRICKFR01',731,16278,7302,1008,2402,3410,1384,644,285,1372,2298,5538,2873,2028,1501,170,55,0
'BRIDGBI01',926,30878,11012,257,376,11054,2553,69,36,0,3375,9463,4181,3824,2650,0,0,1
'BRIDGJU01',849,21257,11517,910,2085,2995,2066,685,220,1169,1969,10099,4801,2216,1875,164,40,0
'BRIGHAL01',58,0,567,0,0,0,60,0,0,0,115,870,223,193,121,0,0,0
'BRINDAU01',12,0,34,0,0,0,1,0,0,0,16,49,14,7,6,0,0,0
'BRISKJO01',126,2626,1498,74,105,498,225,35,9,0,272,1346,590,385,318,0,0,1
'BRISTAL01',648,13277,5122,893,1720,2613,2098,490,40,800,1337,4296,1977,1444,1152,56,16,0
'BRITTDA01',2,9,4,0,2,2,3,1,0,2,2,3,2,0,0,0,0,0
'BRITTMI01',38,248,63,12,41,53,7,4,12,22,57,52,26,21,11,0,0,0
'BRITTTY01',11,84,28,0,0,15,12,0,0,0,10,34,13,3,2,0,0,0
'BRITTWA01',7,16,9,1,3,4,2,1,0,1,3,10,3,4,3,0,0,0
'BROGAJI01',121,1493,619,94,88,182,222,75,22,126,202,577,256,127,95,45,12,0
'BROKAGA01',241,4724,1928,87,320,407,715,107,76,12,489,1640,731,654,466,0,0,0
'BROOKKE01',126,1031,417,40,101,141,48,18,6,69,84,429,172,71,61,60,12,0
'BROOKMI01',319,9372,4086,826,1175,2001,818,387,124,638,981,3445,1673,1029,735,33,5,0
'BROOKPR01',61,0,476,0,0,0,137,0,0,0,152,661,187,138,102,0,0,0
'BROOKSC01',680,9237,3317,158,527,685,1608,480,30,451,828,2738,1233,664,564,771,287,0
'BROWNBO01',82,0,832,0,0,0,115,0,0,0,336,875,313,299,206,0,0,0
'BROWNCH01',693,11948,4122,655,1492,2147,549,228,214,537,1174,3486,1711,971,678,97,22,0
'BROWNDA01',3,0,4,0,0,0,0,0,0,0,3,6,2,2,0,0,0,0
'BROWNDA02',39,350,108,18,34,52,19,5,7,31,44,128,43,27,18,14,4,0
'BROWNDE01',608,16843,6758,327,1229,1556,2223,792,190,920,1271,5823,2540,1300,1073,1697,605,0
'BROWNDE02',135,1958,758,83,241,324,132,58,17,100,158,640,270,212,169,136,49,0
'BROWNER01',3,21,3,0,6,6,0,0,1,3,4,6,1,4,1,0,0,0
'BROWNFR01',963,24422,14018,681,1601,2637,3160,1149,166,840,1937,12568,6006,2211,1896,295,110,1
'BROWNGE01',1,6,1,0,0,1,0,0,0,0,1,2,0,2,1,0,0,0
'BROWNGE02',33,236,80,5,17,22,31,5,1,22,21,89,33,14,11,10,3,0
'BROWNHA01',54,0,264,0,0,0,39,0,0,0,122,383,95,117,74,0,0,0
'BROWNJI01',35,0,50,0,0,0,8,0,0,0,20,50,18,29,14,0,0,0
'BROWNJO01',486,10108,3614,824,1302,2126,703,250,76,234,1449,2979,1348,1172,918,0,0,0
'BROWNKE01',143,1934,509,88,259,347,103,85,28,64,170,501,203,89,57,168,46,0
'BROWNKW01',253,5735,1948,396,984,1380,252,157,173,360,520,1571,715,779,517,6,1,0
'BROWNLE01',5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
'BROWNLE02',2,5,2,1,1,2,0,0,0,1,2,3,0,5,2,0,0,0
'BROWNMA01',27,229,92,7,15,22,23,8,2,16,34,84,32,21,15,39,13,0
'BROWNMI01',626,10961,3130,934,1828,2762,424,253,170,643,1372,2476,1126,1271,877,8,1,0
'BROWNPJ01',924,29775,8718,2471,4971,7442,1513,837,1006,1157,2786,7323,3399,2412,1912,56,8,0
'BROWNRA01',655,11533,3148,326,847,1173,1420,722,156,725,1263,3055,1275,831,574,120,24,0
'BROWNRA02',16,56,16,10,5,15,4,0,0,6,11,28,8,2,0,0,0,0
'BROWNRI01',340,4487,1482,422,778,1200,119,95,114,301,796,1322,614,381,254,3,0,0
'BROWNRO02',77,818,135,80,150,230,25,21,46,0,149,131,51,47,33,0,0,1
'BROWNST01',34,141,104,0,0,17,10,0,0,0,48,134,41,37,22,0,0,0
'BROWNTI01',134,1654,527,33,133,166,266,64,4,143,95,526,202,121,93,85,30,0
'BROWNTO01',360,6006,2163,352,414,766,563,234,40,392,751,1969,860,566,407,139,36,0
'BRUNDST01',16,128,37,15,11,26,3,6,5,6,24,30,15,18,7,0,0,0
'BRUNSRI01',310,4286,1036,71,354,425,841,193,20,334,340,996,376,271,189,264,95,0
'BRYANEM01',566,11451,3722,0,0,1593,1700,0,0,0,1729,3665,1501,1043,720,0,0,0
'BRYANJO01',606,12845,5252,825,1616,2441,1049,519,201,935,1635,4648,2093,1404,1043,115,23,0
'BRYANKO01',627,21964,14034,725,2484,3209,2788,912,400,1780,1674,10830,4890,4374,3635,1861,619,1
'BRYANMA01',797,13480,4313,1095,1897,2992,491,330,196,661,2018,3481,1739,1196,834,12,1,0
'BRYANWA01',102,1395,323,128,246,374,112,35,40,71,196,329,134,96,55,0,0,0
'BRYNTO01',3,10,4,0,2,2,0,2,1,1,5,2,0,6,4,0,0,0
'BUCKHJO01',65,740,375,0,0,265,43,0,0,0,124,339,153,110,69,0,0,0
'BUCKNCL01',68,723,411,0,0,240,44,0,0,0,120,377,163,137,85,0,0,0
'BUCKNGR01',327,6366,1803,293,738,1031,426,270,74,235,839,1499,710,391,290,269,93,0
'BUCKNQU01',719,16245,5929,598,1371,1969,3114,1337,80,1382,2097,5527,2546,1264,830,38,7,0
'BUCKNST01',18,75,23,5,2,7,10,2,1,11,10,33,9,6,5,1,0,0
'BUDDDA01',353,6389,2505,0,0,1623,337,0,0,0,814,2092,962,852,581,0,0,0
'BUDKOWA01',253,1126,2037,0,0,684,471,0,0,0,859,2000,684,884,669,0,0,0
'BUECHJU01',720,8446,2385,415,851,1266,560,314,143,297,732,2221,961,316,200,718,263,0
'BUFORRO01',230,4184,1472,74,524,598,179,115,31,140,332,1530,630,182,138,247,74,0
'BULLAMA01',615,8884,3270,275,948,1223,535,186,119,319,775,2907,1215,314,241,1561,599,0
'BUNCHGR01',12,97,28,9,8,17,4,3,3,5,10,26,9,12,10,0,0,0
'BUNTDI01',26,271,92,0,0,28,17,0,0,0,40,107,29,48,34,0,0,0
'BUNTIBI02',42,713,324,0,0,252,36,0,0,0,119,299,118,143,88,0,0,0
'BURDELU01',63,623,349,26,40,66,63,48,1,0,89,354,149,85,51,0,0,0
'BURKEPA01',62,783,267,57,89,146,23,19,25,47,99,296,113,58,40,7,1,0
'BURKMRO01',6,30,5,2,4,6,5,6,2,3,6,4,0,6,5,1,0,0
'BURKSAN01',24,219,73,1,11,12,28,13,1,12,25,60,28,19,14,11,3,0
'BURLETO01',446,9425,4190,918,1876,2794,601,312,591,236,1317,3526,1568,1452,1054,3,0,0
'BURMAJA01',61,0,598,0,0,0,179,0,0,0,237,711,237,182,124,0,0,0
'BURNSDA01',9,87,23,1,4,5,15,3,0,13,17,16,7,15,9,0,0,0
'BURNSEV01',23,143,56,13,17,30,9,6,3,7,33,55,22,23,12,0,0,0
'BURRESC01',383,7592,2647,395,937,1332,527,341,181,337,865,2321,971,506,366,909,339,0
'BURRIAR01',74,514,187,0,0,205,54,0,0,0,100,269,70,75,47,0,0,0
'BURROBO01',81,1199,459,0,0,357,47,0,0,0,180,436,159,244,141,0,0,0
'BURROJU01',61,495,189,45,64,109,15,15,10,40,74,170,64,93,61,0,0,0
'BURTOED01',15,70,33,0,0,18,3,0,0,0,16,34,14,11,5,0,0,0
'BURTOWI01',316,6666,3243,326,606,932,393,191,121,517,846,2569,1090,1174,923,406,140,0
'BURTTST01',101,1121,584,28,64,92,123,49,13,110,195,512,218,210,146,14,2,0
'BUSEDO01',648,17070,4485,373,1134,1507,2920,1160,97,601,967,4139,1829,844,658,507,169,1
'BUTCHDO01',279,5085,1696,0,0,821,585,0,0,0,699,1535,610,757,476,0,0,0
'BUTLEAL01',234,5055,2282,0,0,696,530,0,0,0,493,2119,930,571,422,0,0,0
'BUTLECA01',223,7634,3019,373,800,1173,485,322,67,408,605,2654,1110,870,717,274,82,0
'BUTLEGR01',55,210,76,20,33,53,4,1,2,24,45,79,28,28,20,3,0,0
'BUTLEJA01',3,5,10,0,0,0,0,1,0,1,0,4,4,2,2,0,0,0
'BUTLEMI01',362,5464,1868,241,476,717,342,214,53,353,576,1613,707,576,359,313,95,0
'BUTLERA01',182,3392,1264,48,350,398,178,49,85,142,281,1231,489,173,129,432,157,0
'BYRNEMA01',263,4254,1495,248,338,586,409,102,34,275,418,1264,585,421,310,46,15,0
'BYRNETO01',265,0,1712,0,0,72,311,0,0,0,392,2190,655,620,402,0,0,0
'BYTZUMI01',60,0,210,0,0,0,31,0,0,0,108,356,87,72,36,0,0,0
'CABARZA01',89,1045,441,61,140,201,65,20,18,84,134,374,167,118,88,68,19,0
'CABLEBA01',362,6814,2372,0,0,1888,380,0,0,0,882,2409,1012,523,348,0,0,0
'CAFFEJA01',462,9045,3368,831,1191,2022,402,209,110,647,1148,2652,1276,1282,816,8,0,0
'CAGEMI01',1140,29716,8278,3227,5419,8646,1057,1050,725,1161,2581,6445,3317,2476,1644,25,0,0
'CALABGE01',104,937,492,0,0,149,148,0,0,0,187,514,179,191,134,0,0,0
'CALDWAD01',197,1603,390,180,316,496,33,56,41,126,270,338,164,137,62,3,0,0
'CALDWJO01',468,13874,7127,0,0,2367,1257,0,0,0,1298,6444,2958,1909,1211,0,0,1
'CALHOBI01',442,8221,3440,0,0,1292,1036,0,0,0,836,3431,1171,1565,1098,0,0,0
'CALHOCO01',542,10901,2896,525,1099,1962,601,293,132,121,1322,2609,1200,634,496,0,0,0
'CALIPDE01',7,58,11,1,4,5,12,1,0,5,8,18,4,3,2,5,1,0
'CALLATO01',13,0,17,0,0,0,4,0,0,0,9,29,6,12,5,0,0,0
'CALLORI01',64,678,205,25,53,78,61,22,7,51,98,192,75,79,55,2,0,0
'CALVEER01',165,0,1961,0,0,0,572,0,0,0,542,2633,767,604,427,0,0,0
'CALVIMA01',222,3326,1552,62,214,276,550,139,8,182,299,1143,480,696,590,16,2,1
'CAMBRDE01',53,885,370,88,79,167,58,24,6,63,128,312,151,99,68,4,0,0
'CAMBYMA01',490,14318,5237,1253,2962,4215,685,473,1162,712,1546,4503,2113,1515,1005,38,6,0
'CAMPBEL01',1045,25776,10805,1775,4341,6116,1199,702,1602,1378,3006,8835,4062,3832,2679,37,2,0
'CAMPBTO01',690,15180,7994,912,1205,2117,1019,582,157,1083,1536,6981,3180,1984,1567,266,67,0
'CANNOLA01',22,361,124,16,23,39,55,9,4,3,48,134,52,31,20,0,0,0
'CARDIBR01',162,3251,1307,174,402,576,223,162,41,177,410,946,397,474,411,262,102,0
'CARLHO01',31,382,170,0,0,39,57,0,0,0,41,201,67,51,36,0,0,0
'CARLICH01',51,0,256,0,0,0,17,0,0,0,136,373,100,92,56,0,0,0
'CARLIGE01',6,16,8,1,0,1,1,0,0,1,1,3,2,6,4,0,0,0
'CARLIRI01',188,1461,422,44,97,141,201,42,9,120,187,422,178,71,55,48,11,0
'CARLSAL01',28,279,72,30,43,73,13,7,11,0,39,79,27,29,18,0,0,0
'CARLSDO01',180,0,1447,0,0,15,324,0,0,0,511,1813,599,400,249,0,0,0
'CARNEBO01',19,244,69,0,0,45,16,0,0,0,36,64,24,40,21,0,0,0
'CARPEBO01',122,0,937,0,0,229,171,0,0,0,283,972,321,384,295,0,0,0
'CARRAN01',987,19780,9176,1151,2233,3384,1086,361,925,1187,3063,7286,3663,2364,1844,46,6,0
'CARRAU01',682,19660,10473,711,760,1990,1878,433,66,470,1394,9714,4359,2181,1753,13,2,1
'CARRCH01',297,4505,1988,176,482,658,294,93,46,310,502,1753,730,457,369,470,159,0
'CARRCO01',42,624,171,8,41,49,66,21,7,46,66,216,71,32,24,30,5,0
'CARRIBO01',82,1787,672,76,111,187,120,69,24,123,223,626,268,179,136,2,0,0
'CARRKE01',674,17167,7813,1506,3493,4999,923,484,296,1438,2153,5998,3057,2479,1696,38,3,0
'CARRML01',604,14216,5853,918,1677,2595,1112,812,226,867,1484,4954,2330,1555,1160,129,33,0
'CARROJO01',705,22838,12455,1690,3714,5404,1264,687,1122,1964,2212,10583,5021,3232,2413,13,0,1
'CARROMA01',41,500,243,14,52,66,19,18,2,31,45,196,77,89,75,42,14,0
'CARRUJI01',4,21,5,0,4,4,0,0,2,1,4,3,2,1,1,0,0,0
'CARTEAN01',317,6279,1559,132,527,659,1236,300,41,519,573,1696,651,364,245,110,12,0
'CARTEBU01',361,6814,3137,234,312,546,683,321,43,479,792,2717,1290,638,503,176,54,0
'CARTEFR01',611,18328,9271,323,804,2381,2122,371,65,0,1740,9219,3917,2073,1437,0,0,0
'CARTEGE01',1,5,3,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1
'CARTEHO01',66,754,351,39,50,89,75,20,4,50,85,339,149,62,48,22,5,0
'CARTEJA01',24,0,82,0,0,0,24,0,0,0,59,75,23,53,36,0,0,0
'CARTEMA01',10,110,42,2,9,11,4,0,0,9,10,35,11,20,16,11,4,0
'CARTERE01',135,1459,471,65,99,164,206,58,8,116,192,459,178,149,115,3,0,0
'CARTERO01',59,449,176,26,38,64,34,19,10,50,73,161,69,61,38,0,0,0
'CARTEVI01',460,17337,10989,738,1688,2426,1819,618,448,1074,1375,9183,4113,2665,2101,1699,662,1
'CARTWBI01',963,27491,12713,1812,4294,6106,1390,460,668,1892,2833,8868,4656,4412,3401,2,0,1
'CARTYJA01',28,192,76,0,0,58,11,0,0,0,31,89,34,11,8,0,0,0
'CASHCO01',6,49,21,8,8,16,1,2,1,0,8,23,9,6,3,0,0,0
'CASSESA01',802,24478,12960,491,2140,2631,4964,919,138,2045,2295,10290,4711,3483,2991,1654,547,1
'CATCHHA01',725,13182,2335,1267,2372,3639,608,261,1226,594,2000,2127,926,747,483,3,0,0
'CATLESI01',9,40,6,0,0,4,1,0,0,0,3,9,2,9,2,0,0,0
'CATLETE01',515,13541,6520,1479,1835,3314,459,285,99,886,1285,5311,2576,2087,1365,32,3,0
'CATOKE01',496,10193,2840,719,2054,2773,240,283,663,424,1285,2110,1080,1060,679,13,1,0
'CATTABO01',78,522,242,37,70,107,11,13,0,31,81,218,88,85,65,7,1,0
'CAUSWDU01',541,9409,2648,794,1479,2273,243,220,767,500,1471,2029,1029,952,588,7,2,0
'CAVENRO01',58,669,84,53,115,168,19,12,44,47,125,89,30,44,24,0,0,0
'CEBALCE01',609,14712,8693,1252,2006,3258,723,450,182,991,1074,6824,3414,2165,1630,760,235,1
'CELESJO01',16,185,37,1,10,11,20,7,0,16,22,45,15,6,5,9,2,0
'CERVIAL01',202,1151,1591,0,0,261,648,0,0,0,669,1128,405,931,781,0,0,0
'CHALMLI01',36,433,111,4,27,31,51,13,0,24,30,125,42,24,15,49,12,0
'CHAMBBI01',28,367,153,33,47,80,37,20,12,0,74,130,57,56,39,0,0,0
'CHAMBJE01',238,3691,1931,0,0,739,182,0,0,0,463,1860,822,384,287,0,0,0
'CHAMBTO01',1107,33922,20049,1942,4761,6703,2283,885,627,2549,3742,15749,7378,6274,5066,740,227,1
'CHAMBWI01',1045,47859,31419,0,0,23924,4643,0,0,0,2075,23497,12681,11862,6057,0,0,1
'CHAMPMI01',2,4,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0
'CHANDTY01',261,6190,1980,521,1381,1902,218,151,383,390,754,1365,682,967,616,3,0,0
'CHANEDO01',742,17406,6216,635,773,2913,1593,492,196,159,2078,5738,2513,1532,1189,6,1,0
'CHANEJO01',16,0,70,0,0,0,20,0,0,0,23,86,25,29,20,0,0,0
'CHAPMRE01',666,19532,9731,379,1266,1645,1798,592,129,1030,1228,8638,3716,1868,1494,2301,805,0
'CHAPPLE01',591,10596,5621,0,0,3113,434,0,0,0,1191,4898,2212,1732,1197,0,0,1
'CHARLKE01',322,7637,2747,198,442,640,806,407,128,37,806,2458,1083,736,581,0,0,0
'CHARLLO01',36,273,122,13,26,39,8,2,6,18,37,88,49,36,24,0,0,0
'CHEANCA01',783,21566,7734,659,1890,2549,1379,646,195,977,2035,7119,3324,1280,882,676,204,0
'CHEEKMA01',1101,34845,12195,713,2375,3088,7392,2310,294,2268,2258,9374,4906,2938,2331,204,52,1
'CHENIPH01',578,19116,9931,366,1141,2063,1742,682,238,157,1143,9271,4120,2091,1685,15,6,1
'CHIEVDE01',154,2240,1086,160,204,364,110,77,17,187,247,900,399,371,280,33,8,0
'CHILCPE01',584,8394,2494,663,1270,1933,488,267,207,390,853,2368,1044,313,218,495,188,0
'CHILDCH01',541,13614,3710,180,1128,1308,2633,490,52,1064,1586,3196,1288,934,762,1082,372,0
'CHILDJO01',80,2376,807,195,287,482,151,74,35,106,184,642,302,231,190,56,13,0
'CHILDRA01',51,405,124,2,23,25,49,17,1,46,38,119,39,35,28,66,18,0
'CHOLLLE01',63,0,181,0,0,15,49,0,0,0,81,230,67,75,47,0,0,0
'CHONEJI01',623,19125,7664,1402,3794,5196,1079,332,643,746,1968,7014,3280,1569,1104,6,0,0
'CHRISBO01',246,3012,942,85,254,1002,203,19,32,0,497,712,346,355,250,0,0,0
'CHRISCA01',291,4009,1507,0,0,1587,460,0,0,0,831,1471,486,883,535,0,0,0
'CHRISDO01',813,25807,9262,749,2609,3358,2970,1543,389,1710,2030,7561,3224,2445,2010,2265,804,0
'CHRISFR01',6,48,20,0,0,8,7,0,0,0,3,18,5,11,10,0,0,0
'CHURCRO01',4,20,6,0,3,3,1,0,0,2,1,8,3,0,0,0,0,0
'CLARKAR01',725,23581,11819,130,383,2427,3498,231,15,0,1806,9784,4693,3163,2433,0,0,1
'CLARKCA01',93,689,223,36,50,86,65,43,3,54,79,204,83,71,57,7,0,0
'CLARKKE01',353,7973,2882,541,1555,2096,322,184,571,470,1013,2359,1179,811,523,19,1,0
'CLAXTCH01',3,7,2,2,0,2,0,0,1,1,4,2,1,2,0,0,0,0
'CLAXTSP01',219,5461,1999,108,448,556,914,323,30,351,518,1732,729,671,522,127,19,0
'CLEAMJI01',652,16994,5412,570,1205,1981,2531,533,120,364,1237,4870,2242,1204,921,31,7,0
'CLEAVMA01',140,1634,536,30,131,161,268,64,3,187,183,528,208,156,112,29,8,0
'CLEMEJO01',790,12585,5312,102,295,2532,905,131,11,0,1665,4987,2262,1043,788,0,0,0
'CLIFTNA01',544,14369,5444,0,0,4469,1367,0,0,0,1840,5766,2082,2021,1280,0,0,1
'CLOSSBI01',186,1120,1669,0,0,605,346,0,0,0,471,1918,605,639,459,0,0,0
'CLOSSKE01',130,1647,502,133,239,372,44,28,163,78,167,427,201,165,100,4,0,0
'CLOYDPA01',7,0,19,0,0,0,2,0,0,0,5,26,7,8,5,0,0,0
'CLUGGMA01',54,0,238,0,0,0,22,0,0,0,113,356,93,91,52,0,0,0
'CLYDEBE01',25,157,69,15,26,41,5,5,3,0,34,72,31,9,7,0,0,0
'COFFERI01',52,320,68,42,37,79,3,6,4,5,45,75,28,22,12,1,0,0
'COFIEFR01',50,496,169,7,44,51,86,22,3,50,66,195,77,20,12,16,3,0
'COKERJO01',25,141,41,12,17,29,3,2,3,4,22,44,18,6,5,0,0,0
'COLEMBE01',227,3612,1494,305,623,928,128,94,99,302,613,1129,583,432,328,5,0,0
'COLEMDE01',781,25905,12884,1972,5260,7232,1985,606,1051,2036,2062,10333,4616,4326,3326,1105,326,1
'COLEMEC01',357,9310,2553,661,1490,2151,472,305,142,95,1210,2378,1104,497,345,0,0,0
'COLEMJA01',633,16479,6721,0,0,5186,1749,0,0,0,1927,6763,2813,1575,1095,0,0,1
'COLEMNO01',29,431,153,36,45,81,13,11,6,16,51,191,66,36,20,2,1,0
'COLESBI01',852,20317,6628,461,1359,1820,3313,734,134,1267,1824,5991,2549,1576,1278,943,252,0
'COLLIAR01',29,395,94,19,22,41,25,11,1,32,35,99,35,36,24,2,0,0
'COLLIDO01',415,13945,7427,459,880,1339,1368,518,114,485,1245,5839,2927,1888,1573,1,0,1
'COLLIDO02',303,6134,2983,429,408,837,546,332,98,548,755,2548,1235,682,511,29,2,0
'COLLIJA01',23,104,59,0,14,14,3,6,3,8,13,55,21,14,8,20,9,0
'COLLIJA02',151,2177,841,168,275,443,51,36,32,120,295,743,338,214,158,20,7,0
'COLLIJA03',316,8071,1783,432,1125,1557,426,214,218,345,997,1451,606,793,568,14,3,0
'COLLIJA04',223,4556,1265,227,609,836,210,71,52,188,705,881,408,624,449,4,0,0
'COLLIJI01',74,612,281,0,0,66,70,0,0,0,54,285,118,56,45,0,0,0
'COLLINI01',82,1396,463,155,220,375,32,34,50,62,252,353,190,118,83,3,0,0
'COLONJO01',15,0,83,0,0,0,9,0,0,0,25,113,35,19,13,0,0,0
'COLSOSE01',13,44,15,2,4,6,10,1,0,2,6,24,6,4,2,5,1,0
'COLTEST01',526,9570,3319,297,754,1051,1482,463,76,534,897,2891,1295,839,653,263,76,0
'COMBSLE01',48,446,218,19,37,56,38,23,18,46,49,163,81,91,56,3,0,0
'COMEGDA01',142,2241,856,166,286,452,95,78,133,201,335,704,322,311,212,3,0,0
'COMLELA01',12,89,25,0,0,19,12,0,0,0,11,37,8,16,9,0,0,0
'CONLEGE01',351,5791,2069,0,0,2212,201,0,0,0,1123,2244,833,613,403,0,0,0
'CONLIED01',486,11392,4891,0,0,2349,949,0,0,0,1076,5039,1862,1556,1167,0,0,0
'CONLOMA01',379,6316,2454,498,812,1310,379,148,73,413,683,1942,967,687,505,75,15,0
'CONNELE01',687,14970,4337,633,1228,1861,2669,1085,64,914,1036,3618,1639,1378,1037,109,22,0
'CONNOCH01',53,0,239,0,0,0,41,0,0,0,134,393,99,87,41,0,0,0
'COOKAN01',116,1499,418,172,256,428,34,43,91,66,140,378,166,164,86,6,0,0
'COOKBE01',37,424,118,0,0,72,33,0,0,0,39,133,42,50,34,0,0,0
'COOKBO01',51,0,587,0,0,0,158,0,0,0,114,620,222,181,143,0,0,0
'COOKBR01',107,1529,613,94,223,317,55,39,42,46,203,563,243,65,49,204,78,0
'COOKDA01',612,14156,5820,424,884,1308,2248,1044,203,1122,1315,5475,2479,1056,807,280,55,0
'COOKEDA01',6,38,9,5,5,10,1,4,0,2,5,11,2,10,5,0,0,0
'COOKEJO01',73,725,316,0,0,114,93,0,0,0,135,341,134,59,48,0,0,0
